	idx	beta	pval	cilb	ciub	i2	tau2	symbol
ENSG00000171992	3041	-0.978694251031224	1.00417841422802e-06	-1.3708997121199	-0.58648878994255	98.0605206582739	0.836521817558291	SYNPO
ENSG00000143761	7124	0.257365621471271	1.01672004748552e-06	0.154176441941443	0.360554801001099	96.1204339866865	0.0571333081292658	ARF1
ENSG00000114019	22793	-0.711957585240429	1.04444901198937e-06	-0.997722527615083	-0.426192642865775	96.9208827610775	0.434987635521234	AMOTL2
ENSG00000105695	7841	-2.55463167571252	1.05381807226332e-06	-3.58037742191823	-1.5288859295068	95.3730202776766	5.33882307152352	MAG
ENSG00000115594	18241	-0.880348911985701	1.10006385705007e-06	-1.23444484864814	-0.52625297532326	98.3207481354651	0.678788745498121	IL1R1
ENSG00000166501	21716	-1.38393697052172	1.30618493539257e-06	-1.94450172171028	-0.823372219333164	98.0156476988546	1.69743981784595	PRKCB
ENSG00000100485	19012	-0.39073462795521	1.46460008415335e-06	-0.549751409462335	-0.231717846448084	97.1684999959553	0.138667519883325	SOS2
ENSG00000177606	18043	-0.815730790696309	1.55342148218785e-06	-1.14852093348231	-0.482940647910314	95.5750541163276	0.580448756363833	JUN
ENSG00000064547	1621	0.941544641379923	1.95519398545264e-06	0.55369404317932	1.32939523958053	98.1225965470855	0.805203790816538	LPAR2
ENSG00000185507	20541	0.695600126397981	3.80903971887208e-06	0.40060072511508	0.990599527680882	96.7536102464765	0.479268824189726	IRF7
ENSG00000136869	21885	-0.898085560130207	4.00595747735986e-06	-1.27982216216989	-0.516348958090522	97.756224715842	0.803990436801192	TLR4
ENSG00000184113	8250	-1.40021749918085	4.58802725765337e-06	-1.9990608091962	-0.801374189165498	98.5174814126444	2.0042535354335	CLDN5
ENSG00000132906	8445	-0.317336746965498	4.69090237669804e-06	-0.453192414389648	-0.181481079541348	94.9070524855448	0.0928905545227453	CASP9
ENSG00000158488	13193	-0.879424366442189	5.25077103768639e-06	-1.25787120452047	-0.500977528363904	88.314571747096	0.612878569221277	CD1E
ENSG00000162631	3644	-2.26498702313858	5.63054188299171e-06	-3.24284617046443	-1.28712787581272	98.2076404459857	5.27896533663879	NTNG1
ENSG00000135446	5147	0.658292207909198	6.78555972491194e-06	0.371594166007672	0.944990249810724	99.1088506573275	0.474956491490571	CDK4
ENSG00000136244	29922	-1.46757566147546	8.57744426091617e-06	-2.11392182311968	-0.821229499831233	90.9664291184444	1.92891874395152	IL6
ENSG00000055208	11812	-0.361880334469277	8.77093077811838e-06	-0.521430639326619	-0.202330029611935	97.8474121868865	0.143465934558648	TAB2
ENSG00000127955	2392	-0.856423768113296	1.16480812741074e-05	-1.23930056173749	-0.473546974489105	97.9637770299344	0.804665223100735	GNAI1
ENSG00000134318	30196	-0.397567848773674	1.35213270631578e-05	-0.576637091899655	-0.218498605647693	96.0658929534369	0.16419288339473	ROCK2
ENSG00000162706	23499	-2.50207554580193	1.39308788337698e-05	-3.63073765768893	-1.37341343391493	98.8863474005192	7.20081750617597	CADM3
ENSG00000111245	7805	-2.71063909082286	1.59292775292225e-05	-3.9417459380161	-1.47953224362962	94.4742588924455	7.55397859964767	MYL2
ENSG00000170581	8783	0.355185684710393	1.65184786605282e-05	0.19356819825304	0.516803171167746	97.1310174318998	0.145707732486538	STAT2
ENSG00000076928	30397	0.378700452992182	1.75580610722369e-05	0.205840487022577	0.551560418961788	95.6529618715966	0.151581076623126	ARHGEF1
ENSG00000104067	21831	-0.38933208188022	1.83149555518571e-05	-0.567433757870576	-0.211230405889865	95.0572973631739	0.157655198605422	TJP1
ENSG00000186350	1219	-0.497076126382473	1.85107079549506e-05	-0.724591346122952	-0.269560906641994	97.9642358415501	0.28437078714272	RXRA
ENSG00000164342	9780	-0.961475026687979	2.06665251907184e-05	-1.40408864881093	-0.518861404565033	98.8342328806726	1.09658749878081	TLR3
ENSG00000167553	1194	0.872751990681448	2.26620235732119e-05	0.469022905890164	1.27648107547273	98.646115921789	0.910123338776384	TUBA1C
ENSG00000130429	5150	0.652739204858229	2.3269623179672e-05	0.350362111966755	0.955116297749702	97.8164076991126	0.516596393025895	ARPC1B
ENSG00000112276	11336	-1.19623998564777	2.34281889408318e-05	-1.75059035415701	-0.641889617138522	98.1960523380414	1.61677790033886	BVES
ENSG00000186951	687	-0.613093815636412	2.51745955627884e-05	-0.898300693880576	-0.327886937392248	98.1408672910282	0.45339742105824	PPARA
ENSG00000136950	21391	0.353777022503565	2.64258214046308e-05	0.188773073329879	0.518780971677251	95.9758536241957	0.138202976148776	ARPC5L
ENSG00000135828	29904	-0.35478603217518	2.67316796521188e-05	-0.520363232674375	-0.189208831675984	96.9935622675038	0.149509889376919	RNASEL
ENSG00000137710	14448	-0.659208598601557	2.85358326479981e-05	-0.967947516394294	-0.35046968080882	98.1879669976493	0.516482397588786	RDX
ENSG00000101335	5867	-1.51181853950005	3.00941759628908e-05	-2.22192772271683	-0.801709356283267	99.2399138658063	2.74007494254537	MYL9
ENSG00000123374	5490	0.69480453247137	4.76124164357738e-05	0.359969088344963	1.02963997659778	99.3534499066806	0.638863337677171	CDK2
ENSG00000128594	29702	-0.902730981206969	6.1762533833616e-05	-1.34440143744309	-0.461060524970844	96.8108615078595	1.03416144108285	LRRC4
ENSG00000154229	23670	-0.703982114903943	6.34025109780208e-05	-1.04894634496996	-0.359017884837926	98.1426300712102	0.666206275439561	PRKCA
ENSG00000079337	18264	-0.845256727330257	6.76372573912119e-05	-1.26104151794944	-0.429471936711075	98.5913688848497	0.941095204380347	RAPGEF3
ENSG00000213928	27749	0.487193081816485	7.16886403765839e-05	0.246705920332057	0.727680243300912	94.1273975371868	0.304269862742463	IRF9
ENSG00000184557	14828	-0.820825512770697	7.18559943407629e-05	-1.2260562658608	-0.415594759680592	90.1662929437486	0.758392672897429	SOCS3
ENSG00000150455	8141	-0.232915361195424	7.87728833825729e-05	-0.348541956704461	-0.117288765686388	94.5218694113051	0.0661605706578166	TIRAP
ENSG00000164305	6401	0.42607272102358	8.79522364931174e-05	0.213128781829858	0.639016660217302	98.276274193547	0.249989269847067	CASP3
ENSG00000176986	19996	-0.26822151691971	9.34542226610029e-05	-0.402776489340965	-0.133666544498456	92.2972706720992	0.0810766603925234	SEC24C
ENSG00000115415	1029	0.551878713691734	9.53013702889533e-05	0.274689527442151	0.829067899941318	97.0834603382694	0.426157266420535	STAT1
ENSG00000077264	17830	-1.75762166751479	0.000102161943754982	-2.64424235502398	-0.871000980005592	99.0361669497858	4.54583499066116	PAK3
ENSG00000168040	19037	0.419324936629463	0.000104218853700195	0.207535125356198	0.631114747902728	97.3090969385034	0.250753246604211	FADD
ENSG00000107738	22635	-0.726691491412798	0.000107893186360729	-1.09452344556271	-0.358859537262884	98.6857486393416	0.757494801871797	VSIR
ENSG00000164924	20763	0.375569849841669	0.000118402075233923	0.184344924187227	0.56679477549611	97.8195895351194	0.199510390072344	YWHAZ
ENSG00000162434	13055	-0.311389463914321	0.000139975496921185	-0.471651604091338	-0.151127323737304	97.2008569757911	0.144961814554248	JAK1
ENSG00000263528	22973	0.684512977560077	0.000182157363538542	0.326035908055397	1.04299004706476	97.9961964022336	0.703042456708225	IKBKE
ENSG00000033800	18711	-0.297151662100297	0.000193796229083734	-0.453419810439651	-0.140883513760943	97.0901554800953	0.131727815163104	PIAS1
ENSG00000150637	30562	-0.631938096056471	0.000204676737289333	-0.96550075342838	-0.298375438684562	96.2556103065054	0.604810823180334	CD226
ENSG00000105443	8040	0.302411422823276	0.000218710673294572	0.142060400407062	0.46276244523949	96.9719790426425	0.137583700031325	CYTH2
ENSG00000183067	6815	-1.75524020909873	0.000220303371096886	-2.68640541366961	-0.824075004527853	97.7377796395397	4.89591777005414	IGSF5
ENSG00000131467	27932	0.295975832525493	0.000220402319028783	0.138954071206659	0.452997593844328	98.5052059954483	0.140226506126977	PSME3
ENSG00000072415	19083	-0.402713770083952	0.000247547108140424	-0.618089196663203	-0.187338343504701	97.9641583112381	0.257489297867171	MPP5
ENSG00000184144	9899	-1.63162510325049	0.000269742887869753	-2.50951356569522	-0.75373664080575	98.1907256143689	4.28177239118425	CNTN2
ENSG00000124181	27462	0.335839060886007	0.000271010875310001	0.155082493657547	0.516595628114468	96.7429346387175	0.17323155298765	PLCG1
ENSG00000115053	23090	0.238894307515811	0.000283215024723359	0.10991358859666	0.367875026434963	97.3478298354718	0.0904120786059518	NCL
ENSG00000162409	21822	-1.21932362523969	0.000285469509014494	-1.8780164612728	-0.56063078920657	99.1992612970026	2.48790111854341	PRKAA2
ENSG00000164007	3781	-2.92580442729575	0.000291257425503522	-4.50862082784809	-1.34298802674342	98.1393385039798	13.6625674440822	CLDN19
ENSG00000106617	21104	-0.536453654463276	0.000326467501709906	-0.829058907067088	-0.243848401859463	99.0315261236061	0.471763213092975	PRKAG2
ENSG00000100852	8147	-0.283852416633675	0.000345483678356437	-0.439317036211774	-0.128387797055577	95.8623739153074	0.130592495629881	ARHGAP5
ENSG00000003402	28488	-0.358615069184773	0.000374651804577402	-0.556199714126204	-0.161030424243341	98.1269849199089	0.217626595141663	CFLAR
ENSG00000177707	4672	-0.619747282319239	0.000424607603637941	-0.964406731238539	-0.275087833399939	97.7242653220133	0.645245156458353	NECTIN3
ENSG00000166086	25953	-0.948503907744815	0.000481899561857551	-1.48108351578376	-0.415924299705873	99.3205296104425	1.59893225373512	JAM3
ENSG00000055163	19796	-0.774807341848549	0.000510256187781757	-1.21177349682071	-0.337841186876385	98.3929279494665	1.02093654770131	CYFIP2
ENSG00000089127	17485	0.675103418902217	0.000638832654306664	0.287593660539761	1.06261317726467	97.6068995549227	0.826667373821847	OAS1
ENSG00000142875	490	-0.68556923852487	0.000693820091532943	-1.08170344059574	-0.289435036454002	99.1081754853916	0.890075923752567	PRKACB
ENSG00000158887	2257	-0.928375284214515	0.000729762306366237	-1.46700858521708	-0.389741983211946	98.8034878086479	1.64561925195822	MPZ
ENSG00000108622	4867	-0.705107730693075	0.00074162784953871	-1.11474171257478	-0.295473748811367	98.6066750447978	0.959246588065087	ICAM2
ENSG00000156475	29398	-1.28335708831662	0.000799583498876145	-2.03354482875332	-0.533169347879919	99.16817069703	3.21779990941465	PPP2R2B
ENSG00000188229	20615	0.312107690910386	0.000829749240928439	0.129104624108682	0.495110757712089	94.1780813864883	0.16903564250605	TUBB4B
ENSG00000198910	6372	-1.58839308662515	0.000830114234522872	-2.51977487803643	-0.65701129521386	98.8226878650404	4.93315465984561	L1CAM
ENSG00000102245	7109	-0.846145124138266	0.000884556555630496	-1.34493379812918	-0.34735645014735	95.3868571001989	1.3138167597749	CD40LG
ENSG00000122574	12187	-0.793061876275211	0.000901165857754663	-1.26128976809881	-0.324833984451615	97.395700772861	1.19104073588084	WIPF3
ENSG00000103490	25663	0.648882745624162	0.000916165434405282	0.265246033065372	1.03251945818295	97.5005264467771	0.810793368956851	PYCARD
ENSG00000112062	17728	-0.176167490552633	0.00102636553933197	-0.281333836891682	-0.0710011442135848	95.5935315044034	0.0566119681653374	MAPK14
ENSG00000085733	10197	0.315214345436704	0.00103041183472318	0.126977884038558	0.503450806834849	98.3453644517614	0.193380564294315	CTTN
ENSG00000109063	22816	-0.573879549443763	0.00114731937841788	-0.919789695315299	-0.227969403572227	95.9313158829276	0.612095816424931	MYH3
ENSG00000074966	10097	-0.492942725545024	0.00120419250763204	-0.791331928990781	-0.194553522099266	94.7733012480634	0.442889127757175	TXK
ENSG00000091129	24463	0.59895284280805	0.00131071795596056	0.233656066988905	0.964249618627194	95.1234918877529	0.671545548476689	NRCAM
ENSG00000104825	11837	0.221940671225141	0.00141820302805853	0.0856177125110092	0.358263629939274	93.6561939075681	0.0941627359417922	NFKBIB
ENSG00000149273	23621	0.341794781386521	0.00156160991056761	0.129999371718504	0.553590191054538	96.3213343959749	0.236747378037353	RPS3
ENSG00000206503	18892	0.469352933022374	0.00156456058702191	0.178464721574658	0.76024114447009	97.0977963792137	0.474352850474404	HLA-A
ENSG00000182985	5411	-0.808674243409105	0.00175305684700011	-1.31519082508418	-0.302157661734027	98.8472953440936	1.46734151686713	CADM1
ENSG00000082701	15019	0.186829803663023	0.00176403682255362	0.0697394892533885	0.303920118072657	95.9978592383929	0.0727355953751735	GSK3B
ENSG00000120889	16618	0.607550020212585	0.00180876005060984	0.225886021253708	0.989214019171463	99.0434719829632	0.836475034559398	TNFRSF10B
ENSG00000146938	5108	-0.904164725055801	0.00186865760719283	-1.47391741564655	-0.334412034465051	97.8216104036453	1.80368218186026	NLGN4X
ENSG00000142166	29666	-0.210036326214942	0.00187048361888568	-0.342401434771942	-0.077671217657943	97.4850565146271	0.0984614680398197	IFNAR1
ENSG00000111335	13596	0.584113729389978	0.00208565723204075	0.212140794432643	0.956086664347312	97.0431858312628	0.766963462468238	OAS2
ENSG00000115592	738	-1.16008931815189	0.0021524852846275	-1.90111872263106	-0.419059913672724	88.1230693992881	2.44812461917006	PRKAG3
ENSG00000163599	7494	0.811512830477458	0.00251935399961743	0.285020890906304	1.33800477004861	93.9892215527651	1.42525842851656	CTLA4
ENSG00000196465	12931	0.404601447540189	0.0025360266132253	0.141931094537893	0.667271800542485	97.4270239032849	0.37171303144922	MYL6B
ENSG00000117020	9324	-0.736079255306118	0.00289073597631869	-1.22034534907019	-0.251813161542042	99.2362829527354	1.35210462595443	AKT3
ENSG00000109756	13275	-0.471748196172716	0.00289411581079899	-0.782148353070953	-0.161348039274478	98.526111089559	0.543295191489509	RAPGEF2
ENSG00000171132	15862	-0.706920620169237	0.00304890936284231	-1.17457153276782	-0.239269707570652	99.3467027819142	1.2579061794174	PRKCE
ENSG00000126934	29331	0.218501014560255	0.00307820035014334	0.0738117115069679	0.363190317613542	95.7323720696821	0.109110656649761	MAP2K2
ENSG00000162704	6100	0.282101372768393	0.00310258270856849	0.0951429198482137	0.469059825688571	97.5021963197953	0.191196291723941	ARPC5
ENSG00000102871	19379	0.298433352904929	0.0034404928573296	0.0984863183024779	0.498380387507381	96.7350599600472	0.218226748044953	TRADD
ENSG00000091428	5615	-0.861148562277991	0.00346669241926573	-1.43857462957149	-0.283722494984492	99.1673275933541	1.87851675046683	RAPGEF4
ENSG00000035403	23805	-0.449246653531573	0.00353740833505843	-0.751130037269862	-0.147363269793283	97.416875919667	0.466350654397928	VCL
ENSG00000169398	19948	0.194217247299749	0.00365534023543738	0.0632477060533065	0.325186788546191	97.6501876877155	0.0891572627202076	PTK2
ENSG00000140832	1183	0.86152939052357	0.00382931199249972	0.277632286342864	1.44542649470428	98.9409936156527	1.6984883498603	MARVELD3
ENSG00000197943	29810	-0.741789269564035	0.00385220939775649	-1.24485905436367	-0.238719484764398	99.0619798684286	1.40979131881864	PLCG2
ENSG00000055332	998	0.220486204789393	0.00385431022747311	0.0709470691203065	0.37002534045848	96.2127868463773	0.121201998374197	EIF2AK2
ENSG00000170027	23292	0.277682262570116	0.00428300343914236	0.0871548222448672	0.468209702895364	97.7816837186445	0.194838737854979	YWHAG
ENSG00000254087	12370	0.418175902827969	0.00435708717852539	0.130702584638534	0.705649221017404	97.6989598823065	0.456544051438491	LYN
ENSG00000110400	13183	0.903861506603983	0.00449061956702895	0.280403744838767	1.5273192683692	99.3797153798729	2.26533644877711	NECTIN1
ENSG00000197965	11031	0.383321974389056	0.00452279414355007	0.118705394033068	0.647938554745044	99.113359170545	0.392234792508976	MPZL1
ENSG00000141510	28685	0.370188517332016	0.00460157370281982	0.114140979249025	0.626236055415007	97.9467090945703	0.355586922698835	TP53
ENSG00000174059	13194	-0.866783466807875	0.00466415666346215	-1.467225221218	-0.266341712397749	99.1760346640791	2.06827570017965	CD34
ENSG00000166128	14911	-0.379045516101504	0.00477528046064816	-0.642321357342422	-0.115769674860586	98.0440981582843	0.394843875158096	RAB8B
ENSG00000157601	25016	0.353248742788806	0.00480222412418266	0.107733670739346	0.598763814838266	94.8404185280913	0.315968796549664	MX1
ENSG00000067900	18351	-0.26881977796291	0.00491375696881936	-0.456144937648396	-0.0814946182774238	96.6726983274666	0.189805352273319	ROCK1
ENSG00000180370	24991	0.186014315037822	0.00506125453980156	0.0559511082875582	0.316077521788087	97.252430383164	0.0919718858278079	PAK2
ENSG00000110092	10320	0.495088592950908	0.00506454354330006	0.148891455805455	0.84128573009636	98.0366167829432	0.670864213686707	CCND1
ENSG00000109061	17776	-1.73931401723048	0.00535441919453972	-2.96341273666868	-0.515215297792276	96.9896626565038	7.82695156917383	MYH1
ENSG00000072062	10981	-0.230018483342564	0.00545349994573401	-0.392248110070751	-0.0677888566143771	97.9539791410124	0.146812867991479	PRKACA
ENSG00000100030	16022	-0.156598112246059	0.00568347191609203	-0.2675820557744	-0.0456141687177178	96.0319066293535	0.0640079140368148	MAPK1
ENSG00000197122	22649	0.357984758922773	0.00578213297399302	0.103757975564854	0.612211542280692	98.5750819593389	0.358678362157829	SRC
ENSG00000131409	16211	-0.824029157594753	0.00604609461178605	-1.41233809574349	-0.235720219446016	98.5465806860189	1.84290282083724	LRRC4B
ENSG00000160293	16094	0.35330633701926	0.00606930738410577	0.100950530583009	0.605662143455511	98.2220644956263	0.349977480494326	VAV2
ENSG00000187554	17404	-0.518929168266401	0.00616448315000415	-0.890276025698159	-0.147582310834644	98.248930466815	0.755959833857673	TLR5
ENSG00000038427	21989	0.832694673579655	0.00636959138112337	0.234462203668651	1.43092714349066	97.4665213305421	1.92115413074677	VCAN
ENSG00000170606	17345	0.196544295177505	0.00640699589244827	0.0552409988902932	0.337847591464717	97.715834255925	0.110492255940163	HSPA4
ENSG00000183735	13661	0.127620639221998	0.00658820671844533	0.0355579297389029	0.219683348705094	94.9842356652681	0.0447629962045985	TBK1
ENSG00000169760	20564	-1.64931820169935	0.00660964539472873	-2.83957104717443	-0.459065356224276	99.4050929578354	8.19585210676229	NLGN1
ENSG00000156284	24823	-3.08459211453601	0.00686684760096154	-5.3210579302509	-0.84812629882112	99.5191225868723	28.0858409438387	CLDN8
ENSG00000091409	20181	0.539608163796425	0.00731616887721623	0.145285524340905	0.933930803251946	98.6769351825296	0.875989955993118	ITGA6
ENSG00000149564	18335	-0.67108265865499	0.00745069058612837	-1.16259925734032	-0.17956605996966	99.0688286117709	1.38025704649306	ESAM
ENSG00000179776	5716	-0.696731199648878	0.00771215773638081	-1.20925132969344	-0.184211069604311	98.9145573986512	1.48734407754084	CDH5
ENSG00000138802	5350	-0.230718922803578	0.00802051905570755	-0.401283180518937	-0.0601546650882197	98.5070964699855	0.164832648193426	SEC24B
ENSG00000204252	29034	-0.557279819726108	0.00807257074842802	-0.969601599297366	-0.144958040154851	97.9065436631811	0.938726938789116	HLA-DOA
ENSG00000133026	15980	-0.535824478735781	0.00815671030429653	-0.932797239209421	-0.138851718262141	98.5684421189964	0.861572106558433	MYH10
ENSG00000234745	5266	0.44840804705512	0.00865672818101211	0.113643809728685	0.783172284381555	97.7318488275149	0.636459690507312	HLA-B
ENSG00000118046	26385	0.148980224450392	0.00874802102559747	0.0376057037235379	0.260354745177245	93.3467976801511	0.0637158548088374	STK11
ENSG00000119139	1574	-0.336925035722728	0.00928165211646768	-0.590763369470782	-0.0830867019746754	98.1535813569267	0.355915386532636	TJP2
